track_id,is_dev,target_id,method_id,metric_id,score
12,1,3,0,2,-1.51902836852
12,1,4,0,2,1.86120468252
13,1,0,0,2,2.5300237113
13,1,1,0,2,1.67212606746
13,1,2,0,2,-2.88969697589
13,1,3,0,2,0.837503201845
13,1,4,0,2,1.99067126324
14,1,0,0,2,3.831444337
14,1,1,0,2,-1.02970930811
14,1,2,0,2,3.12918743755
14,1,3,0,2,-1.85716843597
14,1,4,0,2,1.31553706357
15,1,0,0,2,4.10047157213
15,1,1,0,2,-3.33434421752
15,1,2,0,2,2.58780486654
15,1,3,0,2,1.45641396711
15,1,4,0,2,2.04698243099
16,1,0,0,2,3.64861845998
16,1,1,0,2,-1.23234672094
16,1,2,0,2,4.8414251695
16,1,3,0,2,0.858425406558
16,1,4,0,2,1.20496387499
17,1,0,0,2,4.24865207303
17,1,1,0,2,0.940109509841
17,1,2,0,2,2.63401269569
17,1,3,0,2,1.63148960614
17,1,4,0,2,-1.82487359815
18,1,0,0,2,4.24600137188
18,1,1,0,2,-4.15910403555
18,1,2,0,2,-0.183304043432
18,1,3,0,2,0.976383090737
18,1,4,0,2,2.49217946718
19,1,0,0,2,3.18420712729
19,1,1,0,2,-1.3506344274
19,1,2,0,2,1.5977516017
19,1,3,0,2,1.85350272928
19,1,4,0,2,1.23602130184
20,1,0,0,2,4.69141127342
20,1,1,0,2,3.35903661878
20,1,2,0,2,-4.45897204252
20,1,3,0,2,1.30368963025
20,1,4,0,2,-2.34953520043
21,1,0,0,2,4.8943537783
21,1,1,0,2,-2.28685408688
21,1,2,0,2,0.600956153164
21,1,3,0,2,1.23898291372
21,1,4,0,2,1.17288595406
22,1,0,0,2,3.51759954075
22,1,1,0,2,-2.87761461957
22,1,2,0,2,4.72544507096
22,1,3,0,2,1.2102065172
22,1,4,0,2,-0.419142069042
23,1,0,0,2,4.43524409815
23,1,1,0,2,2.15069914391
23,1,2,0,2,3.4972029211
23,1,3,0,2,1.63624077143
23,1,4,0,2,0.70583098562
24,1,0,0,2,4.15851954814
24,1,1,0,2,5.37333615721
24,1,2,0,2,-2.52138380249
24,1,3,0,2,-0.682569888154
24,1,4,0,2,0.24496191223
25,1,0,0,2,4.27715651868
25,1,1,0,2,4.16679889425
25,1,2,0,2,3.46334241232
25,1,3,0,2,0.479973140952
25,1,4,0,2,3.31695560756
26,1,0,0,2,2.52559600262
26,1,1,0,2,0.989813569539
26,1,2,0,2,2.44716125479
26,1,3,0,2,1.06886945439
26,1,4,0,2,0.374125829302
27,1,0,0,2,3.30287464873
27,1,1,0,2,-3.38805212733
27,1,2,0,2,2.6097861512
27,1,3,0,2,1.07328192489
27,1,4,0,2,0.820806192633
28,1,0,0,2,3.52560529214
28,1,1,0,2,3.35139661019
28,1,2,0,2,1.3723057737
28,1,3,0,2,2.81446360995
28,1,4,0,2,-0.246710405256
29,1,0,0,2,3.6852643176
29,1,1,0,2,2.37547534687
29,1,2,0,2,1.60486814895
29,1,3,0,2,1.49522277165
29,1,4,0,2,-0.155213184833
30,1,0,0,2,3.99504321254
30,1,1,0,2,1.51101967476
30,1,2,0,2,3.64264160209
30,1,3,0,2,0.970476345176
30,1,4,0,2,2.93868764534
31,1,0,0,2,4.843670354
31,1,1,0,2,-3.46979309891
31,1,2,0,2,4.47641809159
31,1,3,0,2,0.0301871158424
31,1,4,0,2,-2.28195624477
32,1,0,0,2,2.47893529859
32,1,1,0,2,0.880559418557
32,1,2,0,2,1.15020249682
32,1,3,0,2,0.142013717441
32,1,4,0,2,0.787264848526
33,1,0,0,2,3.39681912696
33,1,1,0,2,3.50963643711
33,1,2,0,2,-3.78994643536
33,1,3,0,2,0.0256391169765
33,1,4,0,2,0.386669303804
34,1,0,0,2,4.76037556572
34,1,1,0,2,2.9884491955
34,1,2,0,2,1.39161913118
34,1,3,0,2,1.87155036976
34,1,4,0,2,0.596644097111
35,1,0,0,2,2.97899813848
35,1,1,0,2,-2.23148766705
35,1,2,0,2,0.956708242406
35,1,3,0,2,0.932929352699
35,1,4,0,2,3.63344277697
38,1,0,0,2,5.22132506732
38,1,1,0,2,-0.66769601037
38,1,2,0,2,2.29135271147
38,1,3,0,2,1.63551809611
38,1,4,0,2,-1.12322601991
39,1,0,0,2,4.29770305654
39,1,1,0,2,-0.993947955503
39,1,2,0,2,-0.963842504894
39,1,3,0,2,0.991512369233
39,1,4,0,2,1.12940762862
40,1,0,0,2,5.07468296101
40,1,1,0,2,4.99102552382
40,1,2,0,2,0.378024045686
40,1,3,0,2,1.86839710409
40,1,4,0,2,0.329171163213
41,1,0,0,2,3.86164327581
41,1,1,0,2,2.03618199856
41,1,2,0,2,1.63346048766
41,1,3,0,2,1.12807461448
41,1,4,0,2,1.27189076587
42,1,0,0,2,4.05731612119
42,1,1,0,2,-0.964205403307
42,1,2,0,2,3.19201928521
42,1,3,0,2,0.470386245811
42,1,4,0,2,2.63734602502
45,1,0,0,2,3.20477228819
45,1,1,0,2,-5.15732886229
45,1,2,0,2,1.99432351547
45,1,3,0,2,1.52942142295
45,1,4,0,2,1.34241205647
46,1,0,0,2,2.04452149951
46,1,1,0,2,0.69876282091
46,1,2,0,2,3.41194536563
46,1,3,0,2,-1.44129553961
46,1,4,0,2,3.88710418909
47,1,0,0,2,3.79477444143
47,1,1,0,2,-1.29404590449
47,1,2,0,2,1.38189607456
47,1,3,0,2,1.94035589706
47,1,4,0,2,0.606626672493
48,1,0,0,2,3.74858799507
48,1,1,0,2,-3.32543387376
48,1,2,0,2,4.33712552015
48,1,3,0,2,1.64359440709
48,1,4,0,2,0.83939505808
49,1,0,0,2,3.106648434
49,1,1,0,2,1.19062673389
49,1,2,0,2,0.970196256811
49,1,3,0,2,1.98835098068
49,1,4,0,2,-0.497180858847
50,1,0,0,2,4.48596194527
50,1,1,0,2,-2.71486782174
50,1,2,0,2,3.70940199597
50,1,3,0,2,2.41429823206
50,1,4,0,2,0.925430713551
51,0,0,0,2,4.30155285341
51,0,1,0,2,-12.8179380799
51,0,2,0,2,2.07318909856
51,0,3,0,2,0.0312186128723
51,0,4,0,2,3.77173648434
52,0,0,0,2,4.41736222688
52,0,1,0,2,0.998348272193
52,0,2,0,2,0.938816184337
52,0,3,0,2,0.674510948251
52,0,4,0,2,4.00384149981
53,0,0,0,2,3.48983309249
53,0,1,0,2,2.03144704662
53,0,2,0,2,1.9879899806
53,0,3,0,2,0.762908521535
53,0,4,0,2,3.11694048137
54,0,0,0,2,3.95629516049
54,0,1,0,2,4.03696124897
54,0,2,0,2,0.314136524151
54,0,3,0,2,1.56323497901
54,0,4,0,2,0.488186183258
55,0,0,0,2,3.35559212596
55,0,1,0,2,0.999012651213
55,0,2,0,2,2.13809290264
55,0,3,0,2,1.60147440996
55,0,4,0,2,1.85041335286
56,0,0,0,2,4.40468799839
56,0,1,0,2,1.74143696207
56,0,2,0,2,0.466381675568
56,0,3,0,2,3.53983409449
56,0,4,0,2,1.45345683697
57,0,0,0,2,4.99471667279
57,0,1,0,2,2.92660621978
57,0,2,0,2,4.79521761857
57,0,3,0,2,1.86257791405
57,0,4,0,2,-5.6971499266
58,0,0,0,2,4.20441502306
58,0,1,0,2,1.91076972239
58,0,2,0,2,2.40047411478
58,0,3,0,2,1.42314956502
58,0,4,0,2,0.503432839298
59,0,0,0,2,4.56422183253
59,0,1,0,2,1.98973230237
59,0,2,0,2,3.97520748243
59,0,3,0,2,2.14366492172
59,0,4,0,2,0.519176929871
60,0,0,0,2,3.66980871193
60,0,1,0,2,1.83457609344
60,0,2,0,2,4.71776989415
60,0,3,0,2,0.0533704527912
60,0,4,0,2,2.30591194504
61,0,0,0,2,4.65551627187
61,0,1,0,2,1.95837372707
61,0,2,0,2,1.37576010815
61,0,3,0,2,1.42656465854
61,0,4,0,2,1.41567299801
62,0,0,0,2,5.05485844027
62,0,1,0,2,0.471757549538
62,0,2,0,2,4.90050337892
62,0,3,0,2,1.40763800851
62,0,4,0,2,2.69190877442
63,0,0,0,2,4.51981453171
63,0,1,0,2,-1.56178086364
63,0,2,0,2,3.7708482429
63,0,3,0,2,0.593231601494
63,0,4,0,2,0.852159947692
64,0,0,0,2,4.06940426671
64,0,1,0,2,1.42894142372
64,0,2,0,2,3.26480669323
64,0,3,0,2,1.26374320054
64,0,4,0,2,2.87591022672
65,0,0,0,2,1.65744379019
65,0,1,0,2,0.00929903572071
65,0,2,0,2,3.81521419191
65,0,3,0,2,0.923771113241
65,0,4,0,2,3.85425241174
66,0,0,0,2,4.57736171372
66,0,1,0,2,-1.91185850322
66,0,2,0,2,4.78993958456
66,0,3,0,2,-1.77588411317
66,0,4,0,2,2.87838043774
67,0,0,0,2,3.25438789769
67,0,1,0,2,2.30670622644
67,0,2,0,2,3.26741174432
67,0,3,0,2,1.68424053527
67,0,4,0,2,1.78702502868
68,0,0,0,2,3.83429634766
68,0,1,0,2,1.64268903558
68,0,2,0,2,2.93216339262
68,0,3,0,2,2.44467686428
68,0,4,0,2,-0.306918561882
69,0,0,0,2,3.85153943228
69,0,1,0,2,2.16206951349
69,0,2,0,2,0.176272701445
69,0,3,0,2,1.20031197853
69,0,4,0,2,2.95866794665
70,0,0,0,2,2.99170535428
70,0,1,0,2,0.974337306603
70,0,2,0,2,-2.34410443025
70,0,3,0,2,0.925074643443
70,0,4,0,2,2.7360212591
71,0,0,0,2,5.21508855395
71,0,1,0,2,-1.93036806881
71,0,2,0,2,-0.375774764998
71,0,3,0,2,3.31334794657
71,0,4,0,2,-0.000430072053258
72,0,0,0,2,3.58521785147
72,0,1,0,2,2.82524406052
72,0,2,0,2,5.28916206868
72,0,3,0,2,1.67686441732
72,0,4,0,2,2.33782397468
73,0,0,0,2,3.34625715422
73,0,1,0,2,1.11558622696
73,0,2,0,2,3.59586470424
73,0,3,0,2,0.987664172564
73,0,4,0,2,-1.81812435796
74,0,0,0,2,4.52923724737
74,0,1,0,2,-2.02139313369
74,0,2,0,2,4.81045042626
74,0,3,0,2,1.59288061757
74,0,4,0,2,0.87554262624
75,0,0,0,2,4.63407615378
75,0,1,0,2,4.77644583775
75,0,2,0,2,4.3174286192
75,0,3,0,2,0.394572886696
75,0,4,0,2,3.19313433083
76,0,0,0,2,1.38343284507
76,0,1,0,2,1.06988372413
76,0,2,0,2,1.3950639119
76,0,3,0,2,-0.117712750845
76,0,4,0,2,3.71923827504
77,0,0,0,2,2.57484713564
77,0,1,0,2,-0.831813084286
77,0,2,0,2,-4.96274940767
77,0,3,0,2,0.490735644618
77,0,4,0,2,4.54010110928
78,0,0,0,2,4.86656993051
78,0,1,0,2,0.515094990788
78,0,2,0,2,4.24907240206
78,0,3,0,2,1.73732789906
78,0,4,0,2,2.69937316366
79,0,0,0,2,4.3065433491
79,0,1,0,2,-0.263644661875
79,0,2,0,2,4.85162169399
79,0,3,0,2,1.47508455714
79,0,4,0,2,2.76788694045
80,0,0,0,2,3.65234373799
80,0,1,0,2,-0.102969365176
80,0,2,0,2,2.94503332357
80,0,3,0,2,1.77567458717
80,0,4,0,2,2.09658239032
81,0,0,0,2,4.01969200925
81,0,1,0,2,1.83819839503
81,0,2,0,2,3.41640280076
81,0,3,0,2,2.19450730742
81,0,4,0,2,0.427730555727
82,0,0,0,2,5.67672907334
82,0,1,0,2,4.68721879158
82,0,2,0,2,4.03151993161
82,0,3,0,2,-0.169071333621
82,0,4,0,2,2.73105454079
83,0,0,0,2,3.79416957593
83,0,1,0,2,1.03999073621
83,0,2,0,2,2.45592333227
83,0,3,0,2,1.24793782668
83,0,4,0,2,2.11909549998
84,0,0,0,2,4.59389633763
84,0,1,0,2,-2.76516690697
84,0,2,0,2,0.646225878393
84,0,3,0,2,2.54671821346
84,0,4,0,2,0.673195596332
85,0,0,0,2,4.12010459219
85,0,1,0,2,2.47236783584
85,0,2,0,2,5.62612589549
85,0,3,0,2,-2.14521422871
85,0,4,0,2,4.06422641098
86,0,0,0,2,4.78031009627
86,0,1,0,2,4.1570395648
86,0,2,0,2,0.686526040072
86,0,3,0,2,2.5628899591
86,0,4,0,2,1.25105105963
87,0,0,0,2,4.54537858511
87,0,1,0,2,1.47598897098
87,0,2,0,2,4.5180088055
87,0,3,0,2,1.43453925726
87,0,4,0,2,-6.99608364305
88,0,0,0,2,4.54415885584
88,0,1,0,2,0.319990208585
88,0,2,0,2,-2.72958957397
88,0,3,0,2,2.50989458757
88,0,4,0,2,1.43545157522
89,0,0,0,2,3.09378119098
89,0,1,0,2,1.29610114132
89,0,2,0,2,1.51114753493
89,0,3,0,2,-2.84398619376
89,0,4,0,2,1.65197586325
90,0,0,0,2,3.90850742672
90,0,1,0,2,-2.02666178742
90,0,2,0,2,3.55801333943
90,0,3,0,2,1.54247077008
90,0,4,0,2,0.872551639581
91,0,0,0,2,5.25119698784
91,0,1,0,2,1.14043809406
91,0,2,0,2,-1.47623713611
91,0,3,0,2,1.66002084238
91,0,4,0,2,1.5807351874
92,0,0,0,2,4.25571900123
92,0,1,0,2,2.19488677248
92,0,2,0,2,4.11969942668
92,0,3,0,2,-1.84828627424
92,0,4,0,2,3.4554852673
93,0,0,0,2,3.37246823614
93,0,1,0,2,0.729857997201
93,0,2,0,2,0.440002345457
93,0,3,0,2,2.27757728875
93,0,4,0,2,-0.0291737277201
94,0,0,0,2,4.90425904467
94,0,1,0,2,-0.999476076714
94,0,2,0,2,0.8318646537
94,0,3,0,2,2.25698817806
94,0,4,0,2,0.587560640385
95,0,0,0,2,4.7028730639
95,0,1,0,2,0.667322811297
95,0,2,0,2,1.4325123374
95,0,3,0,2,1.74926521804
95,0,4,0,2,0.830806234905
96,0,0,0,2,4.04822920493
96,0,1,0,2,3.01877999835
96,0,2,0,2,2.81319297782
96,0,3,0,2,0.247084105595
96,0,4,0,2,2.0015546681
97,0,0,0,2,3.90512444508
97,0,1,0,2,4.55221952926
97,0,2,0,2,2.03144859517
97,0,3,0,2,0.662831693303
97,0,4,0,2,3.25604738198
98,0,0,0,2,4.49060339681
98,0,1,0,2,-3.08384371856
98,0,2,0,2,3.48671887223
98,0,3,0,2,2.53019077902
98,0,4,0,2,-2.68281610386
99,0,0,0,2,5.45412598319
99,0,1,0,2,4.39879010681
99,0,2,0,2,3.55656361832
99,0,3,0,2,1.95960645827
99,0,4,0,2,-4.84744180142
100,0,0,0,2,3.76153192433
100,0,1,0,2,4.22845942239
100,0,2,0,2,2.88505370987
100,0,3,0,2,0.54421904068
100,0,4,0,2,0.232552294427
1,1,0,1,2,2.03093629893
1,1,4,1,2,0.558221850153
2,1,0,1,2,2.16805872845
2,1,4,1,2,1.39039905987
3,1,0,1,2,2.06139603335
3,1,4,1,2,0.976532498592
4,1,0,1,2,1.96325579505
4,1,4,1,2,1.49940246159
5,1,0,1,2,1.90913768089
5,1,4,1,2,1.619527294
6,1,0,1,2,2.23915971262
6,1,4,1,2,1.68718330854
7,1,0,1,2,2.17304883701
7,1,4,1,2,1.54877695463
8,1,0,1,2,1.95565729405
8,1,4,1,2,1.42814619535
9,1,0,1,2,2.11817823806
9,1,4,1,2,1.22281341357
10,1,0,1,2,1.83532892969
10,1,4,1,2,0.883637505655
11,1,0,1,2,2.06266553876
11,1,4,1,2,0.202827111956
12,1,0,1,2,2.23944407351
12,1,4,1,2,0.983126644107
13,1,0,1,2,1.84766106187
13,1,4,1,2,1.5803891764
14,1,0,1,2,1.92075319251
14,1,4,1,2,1.21002143473
15,1,0,1,2,2.01602332322
15,1,4,1,2,1.05959676616
16,1,0,1,2,2.07747732607
16,1,4,1,2,1.40306801602
17,1,0,1,2,2.10868996236
17,1,4,1,2,0.940190979182
18,1,0,1,2,2.29163170528
18,1,4,1,2,0.406531512329
19,1,0,1,2,2.01579793035
19,1,4,1,2,1.14659147593
20,1,0,1,2,2.22005584892
20,1,4,1,2,1.67090957329
21,1,0,1,2,2.23554549774
21,1,4,1,2,1.69863083671
22,1,0,1,2,2.24199460235
22,1,4,1,2,-0.791643660234
23,1,0,1,2,1.7439541823
23,1,4,1,2,1.6863396529
24,1,0,1,2,2.24430941453
24,1,4,1,2,1.35205785175
25,1,0,1,2,2.07646446031
25,1,4,1,2,1.58610147345
26,1,0,1,2,1.91264609302
26,1,4,1,2,0.730801675214
27,1,0,1,2,1.77846538118
27,1,4,1,2,1.18887908643
28,1,0,1,2,2.02201032841
28,1,4,1,2,1.38523653964
29,1,0,1,2,1.91244852525
29,1,4,1,2,-1.92932716659
30,1,0,1,2,2.00745144541
30,1,4,1,2,1.71927772959
31,1,0,1,2,2.23586512756
31,1,4,1,2,-1.53601095943
32,1,0,1,2,2.17340477514
32,1,4,1,2,1.06412503752
33,1,0,1,2,2.10397329135
33,1,4,1,2,1.31669742008
34,1,0,1,2,2.04265256642
34,1,4,1,2,1.26445877162
35,1,0,1,2,1.92262532569
35,1,4,1,2,1.32984069777
38,1,0,1,2,2.0251683632
38,1,4,1,2,1.01873910712
39,1,0,1,2,2.19811276302
39,1,4,1,2,0.814425883792
40,1,0,1,2,2.13451599852
40,1,4,1,2,-2.55207570777
41,1,0,1,2,2.05621731429
41,1,4,1,2,1.35494668079
42,1,0,1,2,2.20765397445
42,1,4,1,2,1.74576372035
45,1,0,1,2,2.05819842355
45,1,4,1,2,1.02652982242
46,1,0,1,2,1.99874288518
46,1,4,1,2,0.748828061386
47,1,0,1,2,1.84925098541
47,1,4,1,2,0.611861040606
48,1,0,1,2,1.98720669265
48,1,4,1,2,0.282709481605
49,1,0,1,2,1.51960157889
49,1,4,1,2,0.0674591430368
50,1,0,1,2,1.97701314591
50,1,4,1,2,1.43234123547
51,0,0,1,2,2.23927456881
51,0,4,1,2,1.49395714117
52,0,0,1,2,2.28195003156
52,0,4,1,2,1.51064132731
53,0,0,1,2,2.00476568168
53,0,4,1,2,1.34654763326
54,0,0,1,2,1.92087940871
54,0,4,1,2,1.08366215238
55,0,0,1,2,1.98167231914
55,0,4,1,2,1.64011448761
56,0,0,1,2,2.35027485912
56,0,4,1,2,0.0423625797661
57,0,0,1,2,2.0396641252
57,0,4,1,2,-3.92847261804
58,0,0,1,2,2.21010077778
58,0,4,1,2,0.961407649394
59,0,0,1,2,1.96942272203
59,0,4,1,2,0.164144666012
60,0,0,1,2,2.26011181638
60,0,4,1,2,1.44535385861
61,0,0,1,2,2.08109921788
61,0,4,1,2,1.18628446429
62,0,0,1,2,2.22476471537
62,0,4,1,2,1.72144945322
63,0,0,1,2,2.00062291646
63,0,4,1,2,1.24010044625
64,0,0,1,2,2.25288679541
64,0,4,1,2,1.64520450361
65,0,0,1,2,1.66274836585
65,0,4,1,2,1.65923645648
66,0,0,1,2,2.26380986839
66,0,4,1,2,-1.27182177057
67,0,0,1,2,2.02968288527
67,0,4,1,2,0.856791873166
68,0,0,1,2,2.00361829439
68,0,4,1,2,0.751645676389
69,0,0,1,2,2.13105412273
69,0,4,1,2,-5.58467743709
70,0,0,1,2,2.08528706927
70,0,4,1,2,1.60066431041
71,0,0,1,2,1.86605679488
71,0,4,1,2,1.80460313485
72,0,0,1,2,1.97602018692
72,0,4,1,2,1.87185420728
73,0,0,1,2,2.07466059301
73,0,4,1,2,-1.12676569604
74,0,0,1,2,1.94249112767
74,0,4,1,2,1.72431817642
75,0,0,1,2,2.27080352784
75,0,4,1,2,1.27215099291
76,0,0,1,2,2.34650108461
76,0,4,1,2,1.0840251168
77,0,0,1,2,2.08312652342
77,0,4,1,2,2.15344607954
78,0,0,1,2,2.17007959136
78,0,4,1,2,1.69161846705
79,0,0,1,2,2.21777954322
79,0,4,1,2,1.75448304529
80,0,0,1,2,1.9620156014
80,0,4,1,2,1.64330115868
81,0,0,1,2,1.72870556098
81,0,4,1,2,1.09740702345
82,0,0,1,2,2.36101655774
82,0,4,1,2,1.13263451867
83,0,0,1,2,1.97451593567
83,0,4,1,2,0.914222268785
84,0,0,1,2,1.915268065
84,0,4,1,2,0.86735958134
85,0,0,1,2,2.27382906759
85,0,4,1,2,1.48816902341
86,0,0,1,2,2.21578104213
86,0,4,1,2,0.615179270991
87,0,0,1,2,2.0616537354
87,0,4,1,2,-8.18108771919
88,0,0,1,2,1.89799010612
88,0,4,1,2,1.42215280464
89,0,0,1,2,1.78390895823
89,0,4,1,2,1.52719835098
90,0,0,1,2,2.05182215907
90,0,4,1,2,-0.117467618285
91,0,0,1,2,2.17820475941
91,0,4,1,2,1.18065717827
92,0,0,1,2,2.18596018293
92,0,4,1,2,1.96860436257
93,0,0,1,2,1.61212625861
93,0,4,1,2,0.388726792502
94,0,0,1,2,1.95655889343
94,0,4,1,2,0.10971742718
95,0,0,1,2,2.07962130598
95,0,4,1,2,0.844088180252
96,0,0,1,2,2.20553427116
96,0,4,1,2,0.93969055763
97,0,0,1,2,2.09584995323
97,0,4,1,2,1.36297410046
98,0,0,1,2,2.03913921304
98,0,4,1,2,-2.68037292585
99,0,0,1,2,2.12405878613
99,0,4,1,2,-5.33367064947
100,0,0,1,2,1.84504067217
100,0,4,1,2,-1.00740175132
1,1,0,2,2,-6.83564082431
1,1,1,2,2,-3.21921290134
1,1,2,2,2,-9.64130746902
1,1,3,2,2,-3.02214190941
1,1,4,2,2,-6.1592119347
2,1,0,2,2,-5.74325273397
2,1,1,2,2,-2.2057021813
2,1,2,2,2,-4.65220114823
2,1,3,2,2,-4.65392507841
2,1,4,2,2,-5.72443490876
3,1,0,2,2,-6.33974938584
3,1,1,2,2,-7.88900984488
3,1,2,2,2,-3.06979542361
3,1,3,2,2,-4.07532867895
3,1,4,2,2,-4.61278760853
4,1,0,2,2,-6.56544885158
4,1,1,2,2,-3.45499890657
4,1,2,2,2,-4.97767622313
4,1,3,2,2,-4.82896724623
4,1,4,2,2,-4.54135486669
5,1,0,2,2,-5.36655343535
5,1,1,2,2,-5.38912764376
5,1,2,2,2,-2.42172076701
5,1,3,2,2,-3.52084440663
5,1,4,2,2,-6.75750751218
6,1,0,2,2,-6.31214594206
6,1,1,2,2,-4.67683788522
6,1,2,2,2,-3.98275806754
6,1,3,2,2,-4.04944048576
6,1,4,2,2,-4.813819794
7,1,0,2,2,-7.53417597747
7,1,1,2,2,-5.20810949789
7,1,2,2,2,-4.93210340783
7,1,3,2,2,-5.34860022659
7,1,4,2,2,-4.45991357123
8,1,0,2,2,-6.47396781677
8,1,1,2,2,-5.3306006865
8,1,2,2,2,-4.28738491185
8,1,3,2,2,-3.60512799497
8,1,4,2,2,-5.18552397816
9,1,0,2,2,-6.95754932668
9,1,1,2,2,-5.78129360609
9,1,2,2,2,-4.49158410848
9,1,3,2,2,-3.65263005212
9,1,4,2,2,-5.0978322107
10,1,0,2,2,-6.96158936554
10,1,1,2,2,-10.1951976654
10,1,2,2,2,-6.60236888592
10,1,3,2,2,-5.03720890715
10,1,4,2,2,-4.84005698129
11,1,0,2,2,-6.19716436241
11,1,1,2,2,-5.27941427493
11,1,2,2,2,-3.78266619213
11,1,3,2,2,-3.28427627882
11,1,4,2,2,-4.07939683702
12,1,0,2,2,-5.84190998602
12,1,1,2,2,-3.85337870052
12,1,2,2,2,-2.9113218098
12,1,3,2,2,-4.43628083167
12,1,4,2,2,-3.94014103684
13,1,0,2,2,-7.55268525098
13,1,1,2,2,-5.26680619226
13,1,2,2,2,-5.37648349358
13,1,3,2,2,-4.54022147374
13,1,4,2,2,-5.07696528664
14,1,0,2,2,-6.93883744853
14,1,1,2,2,-5.14033782315
14,1,2,2,2,-3.91301157211
14,1,3,2,2,-6.101049204
14,1,4,2,2,-5.0302711792
15,1,0,2,2,-5.69096653244
15,1,1,2,2,-4.54232744764
15,1,2,2,2,-4.10106959126
15,1,3,2,2,-2.55213778183
15,1,4,2,2,-5.01446756125
16,1,0,2,2,-6.31931827609
16,1,1,2,2,-6.28710791012
16,1,2,2,2,-4.01705951642
16,1,3,2,2,-3.82045477264
16,1,4,2,2,-4.23382158199
17,1,0,2,2,-6.1190618227
17,1,1,2,2,-4.1502798782
17,1,2,2,2,-3.53076300704
17,1,3,2,2,-4.43029391523
17,1,4,2,2,-4.9955846841
18,1,0,2,2,-6.06096256115
18,1,1,2,2,-5.43608184537
18,1,2,2,2,-6.94941672256
18,1,3,2,2,-1.05095502493
18,1,4,2,2,-3.97677262028
19,1,0,2,2,-6.21755602357
19,1,1,2,2,-5.70346354812
19,1,2,2,2,-4.7690056279
19,1,3,2,2,-3.41153270993
19,1,4,2,2,-4.59026566164
20,1,0,2,2,-6.50232617484
20,1,1,2,2,-4.18922115869
20,1,2,2,2,-9.07300108307
20,1,3,2,2,-2.40005647743
20,1,4,2,2,-6.65927956089
21,1,0,2,2,-6.16773264594
21,1,1,2,2,-5.31617221383
21,1,2,2,2,-3.83030401985
21,1,3,2,2,-3.78313204206
21,1,4,2,2,-6.29429274085
22,1,0,2,2,-4.7607248751
22,1,1,2,2,-4.67688321424
22,1,2,2,2,-1.34557228347
22,1,3,2,2,-3.05760102335
22,1,4,2,2,-7.83783715734
23,1,0,2,2,-6.1498161725
23,1,1,2,2,-3.88948080615
23,1,2,2,2,-3.22453401268
23,1,3,2,2,-4.56699351152
23,1,4,2,2,-6.40643875392
24,1,0,2,2,-7.59334983647
24,1,1,2,2,-3.3645447167
24,1,2,2,2,-15.4762056598
24,1,3,2,2,-5.05871071208
24,1,4,2,2,-4.48236441839
25,1,0,2,2,-6.55905913549
25,1,1,2,2,-4.97345496196
25,1,2,2,2,-3.35516771705
25,1,3,2,2,-5.90741365309
25,1,4,2,2,-4.56841382333
26,1,0,2,2,-6.11372324211
26,1,1,2,2,-4.99484061323
26,1,2,2,2,-4.62259731326
26,1,3,2,2,-3.36901787088
26,1,4,2,2,-7.31773817841
27,1,0,2,2,-5.85607918299
27,1,1,2,2,-6.17399691185
27,1,2,2,2,-3.45686428117
27,1,3,2,2,-3.09167779679
27,1,4,2,2,-5.01165267854
